"cset_id","company_name","country","website","region","stage","ai_pubs_since_2010","ai_pubs_in_top_conf_since_2010","ai_patents_since_2010","ai_pubs_since_2010_rank","ai_pubs_in_top_conf_since_2010_rank","ai_patents_since_2010_rank","market","crunchbase_uuid","crunchbase_url","aliases","grid_ids","permids","parents","included_subsidiaries","excluded_subsidiaries"
"","Marathon Petroleum Corp","United States","https://www.marathonpetroleum.com/","North America","Mature","23","0","1","158","273","440","NYSE:MPC, NYQ:MPC, LSE:0JYA, STU:MPN, BER:MPN, FRA:MPN, DEU:MPN, MUN:MPN, MEX:MPC*, ASE:MPC, DUS:MPN, BRN:MPN, SAO:M1PC34","3e98fae6-be2f-d4f4-9c49-b72c1731b965","https://www.crunchbase.com/organization/marathon-petroleum","Marathon Petroleum; Marathon Petroleum Corporation; Mpc","","5001438555","","",""
"","Eko","United States","https://ekohealth.com","North America","Growth","23","0","0","158","273","565","","60b0e87f-4c3b-8822-787c-6968da2a99e0","https://www.crunchbase.com/organization/eko-health","Eko Devices; Eko Devices, Inc; Eko Health","","5039269819","","",""
"","Alion Science and Technology Corp","United States","https://www.alionscience.com/","North America","Mature","23","0","0","158","273","565","","25a5ef0c-f057-785d-0b90-29b253ed8152","https://www.crunchbase.com/organization/alion-science-and-technology","Alion; Alion Science And Technology; Alion Science And Technology Corporation","grid.285204.9","4296905424","","",""
"","Eaton Corp PLC","Ireland","http://www.eaton.com","Europe","Mature","22","0","10","163","273","188","NYSE:ETN, LSE:0Y3K","87080248-e519-1749-3b6b-4899f197f358","https://www.crunchbase.com/organization/eaton","Eaton; Eaton Corp; Eaton Corporation; Eaton Corporation Inc; Eaton Corporation Plc","grid.434314.5, grid.472851.d, grid.473049.d, grid.473050.5, grid.473053.6, grid.474426.7, grid.497073.e, grid.501308.f","5037629126","","",""
"","Alphabet","United States","https://abc.xyz/","North America","Mature","22","0","0","163","273","565","NASDAQ:GOOGL","096694c6-bcd2-a975-b95c-fab77c81d915","https://www.crunchbase.com/organization/alphabet?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Alphabet Inc","grid.497059.6","5050702354, 5053732847, 5030853586","","Verily Life Sciences, Waymo","Google, DeepMind, Fitbit, Google Brain, Google Robotics"
"","Fanuc Corporation","Japan","http://www.fanuc.co.jp/eindex.htm","Asia","Mature","21","0","275","170","273","34","OTCPINK:FANUF","8bf1109c-84c6-2f89-eaed-697666f8129d","https://www.crunchbase.com/organization/fanuc-robotics-america?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","","grid.471089.3, grid.498312.5","","","",""
"","Agilent Technologies","United States","http://www.agilent.com","North America","Mature","21","0","4","170","273","291","NYSE:A","743ccb60-78a8-45cd-35bb-f6f1797f38f5","https://www.crunchbase.com/organization/agilent?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Agilent; Agilent Technologies Inc; Agilent Technologies, Inc","grid.422181.c, grid.422638.9, grid.423789.3, grid.424055.2, grid.432798.3, grid.432800.d, grid.464737.5, grid.467186.a, grid.472743.1, grid.472745.7, grid.496842.5, grid.498523.1, grid.501287.9, grid.502454.2","4295908720","","",""
"","The Emmes Corporation","United States","https://secure.emmes.com/emmesweb","North America","Unknown","21","0","1","170","273","440","","dce2763a-61e4-44fc-8adc-8a41858931fb","https://www.crunchbase.com/organization/emmes","Emmes; Emmes Corp; The Emmes Company, Llc","grid.280434.9","5035542542","","",""
"","ANSYS","United States","https://www.ansys.com/","North America","Mature","20","0","6","177","273","241","NASDAQ:ANSS, LSE:0HG3, FRA:AKX","1b8932fa-d91d-b048-806b-df0dc123a07a","https://www.crunchbase.com/organization/ansys","Ansys, Inc","grid.455453.6, grid.432624.5, grid.424675.6, grid.506627.0, grid.421480.b","4295905566","","",""
"","IHS Markit Ltd.","United Kingdom","https://ihsmarkit.com/","Europe","Mature","20","0","0","177","273","565","NYSE:INFO, LSE:0UAI, FRA:0M3","46d41aaa-2ed5-a2b4-c0d2-cfda5ffbde96","https://www.crunchbase.com/organization/ihs-markit","Ihs Markit; Markit Ltd","grid.424511.7, grid.473149.c, grid.433895.0, grid.439100.f, grid.450735.0","5042370971","IHS (Acquired)","",""
"","Fortinet","United States","https://www.fortinet.com/","North America","Mature","18","0","9","183","273","200","FRA:FO8, LSE:0IR9, NASDAQ:FTNT","d77eeaa5-c240-8cf3-e41e-a696d9729abd","https://www.crunchbase.com/organization/fortinet","Fortinet, Inc","","4295935222","","",""
"","Gilead Sciences","United States","https://www.gilead.com/","North America","Mature","18","0","0","183","273","565","NASDAQ:GILD","46e8888f-9880-12cf-8d47-a8f6b0d80204","https://www.crunchbase.com/organization/gilead-sciences?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Gilead; Gilead Sciences Inc; Gilead Sciences, Inc","grid.418227.a, grid.481870.2, grid.437263.7, grid.492741.d, grid.488274.5, grid.488276.7, grid.488275.4, grid.476328.c","4295906595","","",""
"","Force 3 Inc","United States","http://www.force3.com/","North America","Unknown","18","0","0","183","273","565","","bf3c01db-ef4c-9eb0-cb7c-6ab4ef50556c","https://www.crunchbase.com/organization/force","Force 3","","4295987590","Sirius Computer Solutions (Acquired)","",""
"","Applied Materials","United States","http://www.appliedmaterials.com","North America","Mature","17","0","35","190","273","100","NASDAQ:AMAT, FWB:AP2","c3dbc7b1-fc7e-8fa8-581c-5090a328b447","https://www.crunchbase.com/organization/applied-materials","Applied Materials Inc; Applied Materials, Inc","grid.432741.7, grid.432770.5, grid.455223.7, grid.472798.7, grid.432772.7","4295905583","","",""
"","UniSound","China","http://www.unisound.com/","Asia","Mature","17","0","19","190","273","141","","1c24e068-59ab-0479-57f8-6cf92a14df12","https://www.crunchbase.com/organization/unisound-beijing","Beijing Unisound Information Technology Co Ltd; UniSound; Yunzhisheng; 云知声; 北京云知声信息技术有限公司","","5044176578","","",""
"","Maxar Technologies","Canada","http://www.maxar.com/","North America","Mature","17","0","0","190","273","565","TSX:MAXR","d61dfbad-3e26-d21e-f413-1801f94fdf37","https://www.crunchbase.com/organization/macdonald-dettwiler-and-associates","Macdonald, Dettwiler And Associates","grid.474532.3","5064759123, 5067485478","","Radiant Solutions",""
"","Colgate-Palmolive","United States","https://www.colgate.com/","North America","Mature","17","0","0","190","273","565","NYSE:CL, LSE:0P59","0ec80d2c-a5bd-d11d-eba5-a30dc4c609be","https://www.crunchbase.com/organization/colgate-palmolive","Colgate; Colgate Palmolive; Colgate-Palmolive Co; Colgate-Palmolive Company; Colgate-Palmolive Company (Colgate)","grid.418753.c, grid.467381.f, grid.497528.5","4295903113","","",""
"","Quest Diagnostics","United States","https://www.questdiagnostics.com/","North America","Mature","16","0","19","199","273","141","NYSE:DGX","1f10a1d5-8ab1-9c76-7dc4-3f29fc0601d3","https://www.crunchbase.com/organization/quest-diagnostics?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Quest; Quest Diagnostics Inc; Quest Diagnostics Incorporated","grid.418124.a","4295904788","","",""
"","Quanta Services Inc.","United States","http://www.quantaservices.com/","North America","Mature","16","0","5","199","273","264","NYSE:PWR","6715f0b7-f8ed-5240-4050-c393670b2785","https://www.crunchbase.com/organization/quanta-services-inc","Quanta; Quanta Services; Quanta Services, Inc","","4295904787","","",""
"","Veracyte, Inc.","United States","https://www.veracyte.com/","North America","Mature","16","0","3","199","273","328","NASDAQ:VCYT","0c247e85-1cd2-9457-5974-563d02e99bf9","https://www.crunchbase.com/organization/veracyte?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Calderome, Inc; Veracyte; Veracyte Inc","grid.503590.a","4297788018","","",""
"","Cardinal Health Inc","United States","https://www.cardinalhealth.com/en.html","North America","Mature","16","0","0","199","273","565","NYSE:CAH, NYQ:CAH, LSE:0HTG, BUE:CAH3, BER:CLH, FRA:CLH, MUN:CLH, DEU:CAH, DUS:CLH, STU:CLH, ASE:CAH, MEX:CAH*, BRN:CLH, SAO:C1AH34","34fb1fce-6082-b01c-f8fa-c3a7574aab7d","https://www.crunchbase.com/organization/cardinal-health","Cardinal Health; Cardinal Health, Inc","grid.438824.1, grid.481810.4, grid.482389.c","4295903651","","",""
"","LinkDoc","China","linkdoc.com","Asia","Mature","15","0","0","206","273","565","","2a13fde3-91ba-7cb2-18f4-fed41f993736","https://www.crunchbase.com/organization/linkdoc-technology","Linkdoc Technology Beijing Co Ltd; Linkdoc Technology Limited","","5050714199","","",""
"","Foxconn","Taiwan","http://www.foxconn.com","Asia","Mature","14","0","62","210","273","74","TPE:2354","cee4abef-8d9f-02e1-682e-d226fcf00106","https://www.crunchbase.com/organization/foxconn-technology-group?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Foxconn Technology Group; Hon Hai Precision Industry Co; Hon Hai Precision Industry Co., Ltd","grid.471047.1, grid.471120.1, grid.474770.7, grid.481631.9, grid.481660.d","4296384112, 5000069307","","Belkin",""
"","Boston Scientific","United States","https://www.bostonscientific.com/","North America","Mature","14","0","53","210","273","83","NYSE:BSX, LSE:0HOY","59005f4e-129b-e7dd-75ce-8d13c77cde21","https://www.crunchbase.com/organization/boston-scientific","Boston Scientific Corp; Boston Scientific Corporation","grid.418905.1, grid.480044.c, grid.491240.a, grid.491697.4, grid.491698.b","4295903586","","",""
"","3M","United States","https://www.3m.com","North America","Mature","14","0","29","210","273","112","NYSE:MMM","0e8aeaff-bbd3-cebc-7b8d-dedb6c239b11","https://www.crunchbase.com/organization/3m?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","3M Co; Minnesota Mining And Manufacturing Company","grid.292815.5, grid.417536.2, grid.423994.1, grid.431822.e, grid.434574.5, grid.472815.d","5000072036","","Advance Technology Group, 3M",""
"","Stryker Corp.","United States","https://www.stryker.com/","North America","Mature","14","0","9","210","273","200","NYSE:SYK","0ddcc0a7-8f74-6985-0638-dacdbb5ef503","https://www.crunchbase.com/organization/stryker","Stryker; Stryker Iberia, Sl","grid.433922.d, grid.473999.9, grid.481769.5, grid.472763.3, grid.474669.e, grid.474665.2, grid.492949.b, grid.487436.a, grid.487440.b, grid.473121.2","4295904996","","",""
"","BP","United Kingdom","https://www.bp.com/","Europe","Mature","14","0","4","210","273","291","LSE:BP, FWB:BPE, NYSE:BP","e1df0636-887f-828b-f94e-79ffd8b890f1","https://www.crunchbase.com/organization/bp-3","Bp P.L.C; Bp Plc; British Petroleum","grid.1236.6, grid.426623.7, grid.431411.2, grid.435539.d, grid.450508.c, grid.456984.2, grid.457656.3","4295894740","","",""
"","Morgan Stanley","United States","http://www.morganstanley.com","North America","Mature","14","0","2","210","273","375","NYQ:MS, LSE:0QYU, NYSE:MS","0d33753d-a1d4-1b5e-7dae-b4c4a046513c","https://www.crunchbase.com/organization/morgan-stanley?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Morgan Stanley & Co; 摩根士丹利","grid.423629.8, grid.458387.5, grid.416108.a","4295904557, 8589934299","","E*Trade",""
"","The Boston Consulting Group (BCG)","United States","https://www.bcg.com/","North America","Unknown","14","0","2","210","273","375","","22eef412-8f8c-2d0b-a80f-1e7936f0399c","https://www.crunchbase.com/organization/boston-consulting-group?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Bcg; Boston Consulting Group; Boston Consulting Group Inc; The Boston Consulting Group","","4296562358","","",""
"","Sherpa","Spain","http://sherpa.ai/","Europe","Growth","14","0","1","210","273","440","","afe10962-3677-6c29-0531-4fd660ca2514","https://www.crunchbase.com/organization/sherpa-assistant","Sherpa Europe S.L; Sherpa Europe Sl; Sherpa.Ai","","5067938072","","",""
"","General Atomics Technologies Corp","United States","http://www.ga.com/","North America","Mature","14","0","1","210","273","440","","1b13346b-33b9-6722-753c-846d2ff54d86","https://www.crunchbase.com/organization/general-atomics","Ga; General Atomics; General Atomics (Ga); General Atomics Corp","grid.192673.8","4298537876","","",""
"","Kongsberg Gruppen ASA","Norway","http://www.kongsberg.com/","Europe","Mature","14","0","1","210","273","440","FRA:KOZ, LSE:0F08","60e17ea3-12ad-b887-d989-8099236dd629","https://www.crunchbase.com/organization/kongsberg-gruppen","Kongsberg; Kongsberg Gruppen","grid.435825.d, grid.425627.0","4295885408","","",""
"","Leading Technology Composites Inc","United States","http://ltc-ltc.com/","North America","Unknown","14","0","0","210","273","565","","a82375a8-b1b2-4329-9365-809113a203c1","https://www.crunchbase.com/organization/leading-technology-composites-inc","Leading Technology Composites, Inc; Ltc; Ltc, Inc","","5002653155","","",""
"","IDEXX Laboratories","United States","https://www.idexx.com/","North America","Mature","13","0","2","226","273","375","NASDAQ:IDXX, LSE:0J8P","57b6bd82-07d1-50be-da2a-45fabbe98fb8","https://www.crunchbase.com/organization/idexx-laboratories","IDEXX Laboratories Inc; IDEXX Laboratories, Inc; Idexx; Idexx Laboratories, Inc. (Idxx)","grid.493313.f, grid.497035.c","4295906763","","",""
"","Xanadu","Canada","http://www.xanadu.ai","North America","Growth","13","0","1","226","273","440","","b9c6dcbb-ba28-6dc6-ffee-2943c7c997c8","https://www.crunchbase.com/organization/xanadu-2","Xanadu Quantum Technologies Inc","","5056440900","","",""
"","Regency Centers Corporation","United States","https://www.regencycenters.com/","North America","Mature","13","0","0","226","273","565","NASDAQ:REG","ee03fbd3-95e6-55da-5fad-c68ad44e1265","https://www.crunchbase.com/organization/regency-centers","Regency; Regency Centers; Regency Centers Corp; Regency Square Properties","","4295904812","","",""
"","KBR Inc","United States","http://www.kbr.com/","North America","Mature","13","0","0","226","273","565","NYSE:KBR, FRA:K6B, FRA:C3J, LSE:0JPN, NYQ:KBR, ASE:KBR","3ce147d9-8008-6572-361a-e2f3c6962710","https://www.crunchbase.com/organization/kbr-inc","KBR; Kbr, Inc","","4295906353","","",""
"","Advanced Alliant Solutions Team LLC","United States","http://www.advancedalliant.com/","North America","Unknown","13","0","0","226","273","565","","","","Aast; Advanced Alliant Solutions Team; Advanced Alliant Solutions Team (Aast)","","","","",""
"","Lincoln National","United States","https://www.lfg.com/","North America","Unknown","12","0","9","234","273","200","","baf86045-7415-30e1-ed64-a910e543f35a","https://www.crunchbase.com/organization/lincoln-financial-group","Lincoln Financial; Lincoln Financial Group; Lincoln National Corp; Lincoln National Corporation; Lnc","","4295904418","","",""
"","IDx Technologies","United States","https://www.eyediagnosis.net/","North America","Growth","12","0","3","234","273","328","","4cd2b309-c59a-ea08-f256-66e947328fd6","https://www.crunchbase.com/organization/idx-2","Digital Diagnostics Inc; Idx; Idx Technologies Inc","","5066248060","","",""
"","Corning Incorporated","United States","http://www.corning.com/","North America","Mature","12","0","2","234","273","375","NYSE:GLW","d2d2d14c-84ed-a85c-3e3a-52eb330083e2","https://www.crunchbase.com/organization/corning?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Corning; Corning Inc","grid.423732.3, grid.472858.4, grid.472859.5, grid.417796.a","4295903798","","",""
"","National Oilwell Varco Inc.","United States","http://nov.com/","North America","Mature","12","0","2","234","273","375","NYSE:NOV","b0d74f3f-3efb-47c1-01e8-04b86f36d8b1","https://www.crunchbase.com/organization/national-oilwell-varco","National Oilwell Varco; National Oilwell Varco (Nyse: Nov); Nov","grid.480249.3, grid.458176.9, grid.472786.8","4295904589","","",""
"","State Street Corp.","United States","http://www.statestreet.com/","North America","Mature","12","0","2","234","273","375","NYSE:STT","6ba46c0e-88f3-66e3-227b-009eff0e9592","https://www.crunchbase.com/organization/state-street-corporation","State Street; State Street Corporation","grid.467560.6","4295904976","","",""
"","Descartes Labs","United States","http://www.descarteslabs.com/","North America","Growth","12","0","1","234","273","440","","1e2e9b39-9d64-69d6-2852-be5dd6b9cea6","https://www.crunchbase.com/organization/descartes-labs","Descartes Labs, Inc","grid.504459.9","5044030418","","",""
"","Rev.com","United States","http://www.rev.com/","North America","Mature","12","0","1","234","273","440","","c502ee44-b02b-1ce3-8ea8-aa914a355804","https://www.crunchbase.com/organization/rev","Rev; Rev.Com, Inc; Temi","","5039106255","","",""
"","Airdoc","China","https://www.airdoc.com/english/index.html","Asia","Growth","12","0","0","234","273","565","","6b254b9f-0c1d-4ee7-9e17-29ff3294d5bc","https://www.crunchbase.com/organization/airdoc","Beijing Tulip Partnership Technology Co Ltd","","5063310480","","",""
"","BenevolentAI","United Kingdom","http://benevolent.ai","Europe","Unknown","11","0","9","248","273","200","","b0ba271d-e91d-0800-65b9-216f98a7b0c7","https://www.crunchbase.com/organization/benevolent-ai","Benevolentai Limited; Benevolentai Technology Ltd; Stratified Medical","grid.507943.c","5065327374","","",""
"","Citrine Informatics","United States","http://www.citrine.io","North America","Growth","11","0","0","248","273","565","","ca52adc7-27eb-a07e-fad4-3f6521de75e6","https://www.crunchbase.com/organization/citrine-informatics","Citrine; Citrine Informatics Inc; Citrine Informatics, Inc","grid.474623.0","5050989509","","",""
"","Concerto HealthAI","United States","https://concertohealthai.com/","North America","Unknown","11","0","0","248","273","565","","6adedecd-7ef9-4b2f-a0ce-485d7262d227","https://www.crunchbase.com/organization/concerto-healthai","Concertai; Concerto Healthai Solutions Llc; Concerto Healthcare Inc","","5068476765","","",""
"","Zoetis","United States","https://www.zoetis.com/index.aspx","North America","Mature","11","0","0","248","273","565","NYSE:ZTS","7c62218c-8f86-0a77-f757-f5bc9816f119","https://www.crunchbase.com/organization/zoetis","Zoetis Inc","grid.463103.3, grid.436699.7, grid.500123.5","5037658928","","",""
"","Mcp Computer Products Inc","United States","https://mcpgov.com/","North America","Unknown","11","0","0","248","273","565","","","","Mcp; Mcp Computer Products Inc; Mcp Computer Products, Inc; Mcp Gov","","","","",""
"","Danaher Corp.","United States","https://www.danaher.com/","North America","Mature","10","0","22","257","273","130","NYSE:DHR","1a9a2d66-1d24-af97-f30b-54b34e0b18ee","https://www.crunchbase.com/organization/danaher","Danaher; Danaher Corporation","grid.419947.6, grid.474755.0, grid.443924.c, grid.480018.5, grid.474503.1, grid.485485.0, grid.480266.e, grid.482384.1, grid.425666.5, grid.457851.a, grid.480617.c, grid.451773.3, grid.481715.e, grid.421763.5","4295903833","","",""
"","Seagate Technology","United States","https://www.seagate.com/","North America","Mature","10","0","19","257","273","141","NASDAQ:STX, LSE:0Y2A, FRA:STT","7643525c-2157-d3e7-39ac-372cbe75f4c9","https://www.crunchbase.com/organization/seagate","Seagate; Seagate Technology Llc; Seagate Technology PLC; Seagate Technology Plc","grid.462839.2, grid.497172.e, grid.438003.c","5000785212","","",""
"","Lam Research","United States","http://www.lamresearch.com","North America","Mature","10","0","11","257","273","178","NASDAQ:LRCX, LSE:0JT5, FRA:LAR","60c14dcb-789b-edd0-1f68-8a10f02bc9fa","https://www.crunchbase.com/organization/lam-research","Lam Research Corp; Lam Research Corporation","grid.467519.8, grid.474020.5","4295906961","","",""
"","Cummins Inc","United States","http://www.cummins.com/","North America","Mature","10","0","7","257","273","227","NYSE:CMI, FRA:CUM, LSE:0I58, NYQ:CMI, ASE:CMI","","","Cummins; Cummins Inc","grid.433748.f, grid.466574.2","4295903829","","",""
"","Sumitomo Heavy Industries Ltd","Japan","http://www.shi.co.jp/","Asia","Mature","10","0","3","257","273","328","PKC:SOHVF, PKC:SOHVY, TYO:6302","958c28d2-1f4d-16b3-9ada-8e5ba3b59da6","https://www.crunchbase.com/organization/sumitomo-heavy-industries","Sumitomo Heavy Industries; Sumitomo Heavy Industries Group; Sumitomo Heavy Industries, Ltd; U4F4Fu53Cbu91Cdu6A5Fu68B0U5De5U696Du682Au5F0Fu4F1Au793E","grid.471313.3","4295877386","","",""
"","Subtle Medical","United States","https://subtlemedical.com/","North America","Growth","10","0","2","257","273","375","","b0d1c0be-e525-48a5-90b8-186f06eda8a1","https://www.crunchbase.com/organization/subtle-medical","Subtle; Subtle Medical Inc","","5064624490","","",""
"","Monsanto","United States","http://www.monsanto.com/","North America","Mature","10","0","2","257","273","375","NYSE:MON","db4131b9-e838-0577-2326-e72a959dbbb3","https://www.crunchbase.com/organization/monsanto","","grid.418554.9, grid.474345.5, grid.451103.2, grid.464987.0, grid.422284.a","4297602987, 4295901599","","The Climate Corporation",""
"","Moog Inc","United States","https://www.moog.com/","North America","Mature","10","0","1","257","273","440","NYSE:MOG.A","16e46ddc-9dbd-f34d-de48-bd09fc2a3232","https://www.crunchbase.com/organization/moog","Moog; Moog Inc","grid.467459.d, grid.474347.7, grid.432493.b, grid.438798.9","4295908640","","",""
"","PathAI","United States","http://www.pathai.com","North America","Growth","10","0","0","257","273","565","","e9a85db4-6738-c081-a639-6996590fb36e","https://www.crunchbase.com/organization/pathai?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Pathai Inc; Pathai, Inc","grid.479429.5","5055425471","","",""
"","Marsh & McLennan","United States","https://www.mmc.com/","North America","Mature","10","0","0","257","273","565","NYSE:MMC, LSE:MHM","5daf7ee6-c3ef-1658-a577-544fc8ceed95","https://www.crunchbase.com/organization/marsh-mclennan-companies-inc?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Marsh & McLennan Companies; Marsh & Mclennan Companies Inc; Marsh & Mclennan Companies, Inc; Mmc","","4295904476","","",""
"","Broadcom Inc.","United States","https://www.broadcom.com/","North America","Mature","9","0","86","276","273","63","NASDAQ:AVGO, LSE:0YXG, FRA:1YD","b2320770-5299-51be-ebda-1e4febcdba1f","https://www.crunchbase.com/organization/broadcom","Avago Technologies; Broadcom","grid.432653.5, grid.465224.3, grid.471058.f, grid.471117.5, grid.472794.b, grid.472820.b, grid.473966.9","5060689053","Broadcom Limited (Acquired)","",""
"","Datarobot","United States","http://datarobot.com","North America","Mature","9","0","9","276","273","200","","d85e447c-b492-9be4-71d7-6763eeb3a945","https://www.crunchbase.com/organization/datarobot","Datarobot Inc; Datarobot, Inc","","5040047785","","",""
"","UnitedHealth Group Inc","United States","https://www.unitedhealthgroup.com/","North America","Mature","9","0","9","276","273","200","NYSE:UNH, NYQ:UNH, LSE:0R0O, BER:UNH, FRA:UNH, MUN:UNH, STU:UNH, DEU:UNH, DUS:UNH, MEX:UNH*, SGO:UNH, HAN:UNH, HAM:UNH, BRN:UNH, VIE:UNH, ASE:UNH, SAO:UNHH34, GER:UNHX","ac475c6d-765f-c03d-c2a6-4515028e74df","https://www.crunchbase.com/organization/unitedhealth-group","Unitedhealth Group; Unitedhealth Group Inc","grid.435671.2","5046300101","","",""
"","Hologic","United States","https://www.hologic.com/","North America","Mature","9","0","4","276","273","291","NASDAQ:HOLX, FRA:HO1, LSE:0J5Q","64a27b10-4474-97e0-8832-31e9efb9d2b6","https://www.crunchbase.com/organization/hologic","Hologic, Inc","grid.421696.e, grid.491902.7, grid.481838.e","4295906709","","",""
"","Keysight Technologies","United States","https://www.keysight.com/us/en/home.html","North America","Mature","9","0","4","276","273","291","NYSE:KEYS, FRA:1KT","60b3a502-7cc6-94ce-a162-13d6155cd9b3","https://www.crunchbase.com/organization/keysight-technologies","Keysight; Keysight Technologies Inc","grid.459732.e, grid.502410.2, grid.473180.9, grid.498488.1","5041978269","","",""
"","Niramai","India","https://www.niramai.com/","Asia","Growth","9","0","1","276","273","440","","6bc7781e-2a57-20fe-4428-c3eeadb387d2","https://www.crunchbase.com/organization/niramai-health-analytix","Niramai Health Analytix; Niramai Health Analytix Pvt Ltd","","5057779990","","",""
"","Racobit","China","http://www.racobit.com/","Asia","Unknown","9","0","0","276","273","565","","","","Beijing Racobit Electric Information Technology Co., Ltd; Beijing Science And Technology Lei Ke Electronic Information Technology Co., Ltd; 北京理工雷科电子信息技术有限公司; 理工雷科","","","Jiangsu Leike Defense Technology Co., Ltd. (Acquired)","",""
"","Universal Health Services, Inc.","United States","https://www.uhsinc.com/","North America","Mature","9","0","0","276","273","565","NYSE:UHS, LSE:0LJL","006211f2-7254-4586-3a0b-effd696cce1b","https://www.crunchbase.com/organization/universal-health-services","Uhs; Universal Health Services; Universal Health Services Inc; Universal Health Services, Inc. (Uhs)","","4295905199","","",""
"","CGI Inc","Canada","https://www.cgi.com/","North America","Mature","9","0","0","276","273","565","FRA:CJ5A, LSE:0A18, TOR:GIB.A, NYQ:GIB, NYSE:GIB, ASE:GIB","e3fbf2ab-4862-b7cc-1b4e-9382668c0836","https://www.crunchbase.com/organization/cgi","Cgi","grid.507571.1, grid.485101.9, grid.423971.a, grid.435098.3, grid.432343.1","4295861259","","",""
"","Walmart","United States","http://www.walmart.com","North America","Mature","8","0","165","294","273","44","NYSE:WMT","25745e2f-8996-6c5a-bd0d-e102463b1276","https://www.crunchbase.com/organization/walmart?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","","grid.432258.a, grid.480455.8","5045818575, 5043459886, 4295905298","","@WalmartLabs, Flipkart, Jet.com, Walmart Global eCommerce",""
"","J.P. Morgan","United States","https://www.jpmorgan.com/","North America","Unknown","8","0","39","294","273","94","","c4bdc9f3-5a75-3393-8d54-fec662761ec8","https://www.crunchbase.com/organization/jp-morgan-chase?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Constellation Venture Partners; J.P. Morgan; Jp Morgan; Jpmorgan; Jpmorgan Chase & Co","grid.498441.4","5000021791","Jp Morgan Chase","",""
"","Gf Securities Co Ltd","Canada","http://en.gf.com.cn/","North America","Mature","8","0","6","294","273","241","SZSE:000776, HKG.HS:1776, HKG:1776, PNK:GFSEZ, HKG.HZ:1776","3e40cd95-3d39-42b2-8cf0-fb77c796f19e","https://www.crunchbase.com/organization/gf-securities","Gf Securities; Gfs; Guangfa; Guangfa Securities Co., Ltd; Guangfa Zhengquan; U5E7Fu53D1U8Bc1U5238; U5E7Fu53D1U8Bc1U5238U80A1U4Efdu6709U9650U516Cu53F8","","4295864218","","",""
"","Zimmer Biomet Holdings","United States","http://www.zimmerbiomet.com/","North America","Mature","8","0","4","294","273","291","NYSE:ZBH","c65a6dcc-ba52-3662-fcee-d578fe9ceff8","https://www.crunchbase.com/organization/zimmer-holdings","Zimmer Biomet; Zimmer Biomet Holdings, Inc","grid.467239.d, grid.481842.3, grid.472779.8, grid.497495.2, grid.491186.3, grid.492256.e, grid.472780.e","4295903020","","",""
"","Mosaic Building Group","United States","https://mosaic.us/","North America","Growth","8","0","2","294","273","375","","a27818d4-1072-4f98-93b0-175dbbdc2b7a","https://www.crunchbase.com/organization/mosaic-building","Mosaic; Mosaic Building; Mosaic Building Group Inc","","5073953231","","",""
"","The Mosaic Company","United States","http://www.mosaicco.com/","North America","Mature","8","0","2","294","273","375","NYSE:MOS, LSE:0K3B, FRA:02M","a6052de1-6408-76c7-dd2d-f264367e2748","https://www.crunchbase.com/organization/the-mosaic-company","Mosaic; Mosaic Co; The Mosaic Co","","5000274109","","",""
"","Teledyne Technologies Inc","United States","http://www.teledyne.com/","North America","Mature","8","0","2","294","273","375","NYSE:TDY","f4a46ffb-d12f-e62c-6832-a8c67e87607b","https://www.crunchbase.com/organization/teledyne-technologies","Teledyne; Teledyne Technologies; Teledyne Technologies Incorporated","grid.421352.3, grid.474711.0, grid.438451.f, grid.425980.2, grid.474712.3","4295912294","","",""
"","Metis Solutions LLC","United States","http://metisolutions.com/","North America","Unknown","8","0","2","294","273","375","","5c7a7306-4254-4c4d-8bd8-baecf17e584b","https://www.crunchbase.com/organization/metis-solutions-llc","Metis; Metis Solutions; Metis Solutions, Llc","","5025402115","","",""
"","Primer AI","United States","https://primer.ai/","North America","Growth","8","0","1","294","273","440","","4791bd7c-ae41-447e-9f0e-07431cbe7cbe","https://www.crunchbase.com/organization/primer-7cbe","Primer; Primer.Ai","","","","",""
"","Intrepid LLC","United States","https://intrepidinc.com/","North America","Unknown","8","0","1","294","273","440","","12f73ff7-f8ae-47eb-bb8d-63354a4a7545","https://www.crunchbase.com/organization/intrepid-an-employee-owned-company","Intrepid; Intrepid Inc; Intrepid, An Employee-Owned Company","","","","",""
